GeneID	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	C13	C14	C15	C16	C17	C18	R01	R02	R03	R04	R05	R06	R07	R08	R09	R10	R11	R12	R13	R14	R15	R16	R17	R18
JR_108992817	34	15	27	22	10	13	14	43	19	18	20	25	47	48	44	47	45	25	9	8	11	9	9	7	15	14	32	10	9	8	9	17	7	6	17	10
JR_108992919	34	12	36	24	22	12	26	38	21	30	29	40	2	3	8	19	13	11	20	23	23	35	30	55	28	41	39	29	28	46	28	66	33	48	12	37
JR_108993733	34	31	44	34	25	25	32	45	35	26	30	26	47	18	46	73	46	35	18	15	17	11	8	21	17	22	12	23	10	19	7	16	9	18	23	13
JR_108994010	34	36	23	22	17	18	30	53	27	37	26	36	15	13	32	41	17	24	14	36	32	34	24	35	12	26	25	22	8	35	25	17	19	32	31	41
JR_108994401	34	13	6	17	13	10	4	17	12	6	12	8	0	0	0	2	7	1	19	10	20	15	14	24	10	20	9	8	17	11	14	19	13	17	22	19
JR_108994425	34	43	36	140	75	102	74	77	60	81	61	79	56	26	76	102	159	144	97	113	51	123	82	114	76	69	30	61	53	59	66	142	80	119	97	81
JR_108994500	34	58	88	55	39	24	79	78	73	61	33	65	48	56	111	41	82	97	25	20	26	19	22	71	40	25	91	40	26	35	16	24	16	23	24	26
JR_108994663	34	47	41	44	21	29	16	27	24	22	14	12	1	8	13	18	18	18	7	11	8	12	21	16	8	13	16	14	20	18	12	15	11	9	12	9
JR_108994839	34	56	90	39	28	27	103	124	92	82	43	74	113	68	103	78	76	89	6	9	14	16	7	17	19	7	43	13	18	28	7	15	9	24	9	11
JR_108995270	34	49	45	50	68	4	37	13	69	38	4	15	59	24	181	58	44	34	1	1	3	0	0	0	10	9	13	2	1	1	2	4	12	25	1	2
JR_108995361	34	21	30	29	26	24	44	64	15	32	9	18	23	13	35	16	20	30	8	12	13	19	7	20	11	6	26	17	18	24	13	24	12	21	9	22
JR_108995377	34	24	29	24	40	29	37	39	34	31	28	30	11	12	35	21	21	32	25	21	37	28	27	49	21	19	37	18	25	38	17	18	15	24	38	53
JR_108995634	34	14	9	16	6	14	7	18	4	8	12	15	2	1	4	9	8	8	12	21	4	17	5	13	12	7	7	13	9	6	11	18	5	10	8	16
JR_108995773	34	39	50	30	16	18	26	43	42	20	12	20	6	11	23	8	12	18	17	30	49	22	25	42	36	37	34	34	47	31	41	34	30	40	23	40
JR_108995858	34	36	40	28	23	18	41	49	32	32	14	36	56	42	68	57	71	63	12	14	30	19	15	21	18	20	32	18	18	16	17	30	10	14	12	26
JR_108996079	34	17	8	29	7	10	18	24	31	10	25	16	4	6	7	19	18	7	22	20	25	20	22	24	28	34	20	27	14	31	33	51	17	33	29	38
JR_108996368	34	25	26	20	31	24	28	41	24	26	13	25	13	6	25	17	17	18	13	26	30	24	24	48	41	30	44	26	25	49	29	28	19	23	31	41
JR_108996371	34	27	21	35	14	30	25	57	28	23	23	32	6	6	12	22	23	13	15	24	23	23	20	25	25	36	36	27	16	39	23	36	27	28	20	26
JR_108996373	34	43	33	21	26	13	29	46	28	20	18	29	8	10	40	21	36	28	18	31	28	27	37	36	24	18	63	29	31	33	28	32	19	29	29	46
JR_108996554	34	25	24	27	16	17	41	60	23	33	17	56	6	3	19	6	11	48	25	15	18	21	19	25	17	29	47	30	26	17	11	37	22	31	13	21
JR_108996606	34	23	16	31	16	25	26	34	27	20	18	23	4	6	7	18	13	11	20	34	15	18	27	28	42	35	33	31	24	44	39	51	20	27	32	25
JR_108997047	34	18	30	42	25	30	26	58	33	36	33	42	3	2	11	16	14	23	19	23	31	29	24	48	27	40	30	35	22	41	56	63	23	50	22	38
JR_108997160	34	20	29	24	16	28	25	48	9	13	22	19	3	9	9	20	14	14	14	17	27	20	28	40	16	16	34	21	14	23	24	24	17	23	26	36
JR_108997558	34	24	21	33	17	23	9	29	23	22	7	24	15	6	11	16	20	11	36	37	33	50	43	55	39	33	35	33	44	51	32	37	24	28	37	37
JR_108997759	34	32	31	20	22	23	33	45	43	28	19	38	24	16	41	29	24	24	15	25	23	20	20	33	20	34	35	27	24	30	11	31	14	22	28	33
JR_108997826	34	50	59	50	41	36	63	74	47	61	38	68	28	27	55	34	51	53	27	25	37	30	39	40	24	53	63	45	45	48	25	47	14	50	32	24
JR_108997871	34	30	52	17	20	12	27	56	45	21	18	25	13	11	25	18	20	29	30	21	23	26	33	34	23	26	34	37	19	44	22	38	14	33	22	27
JR_108998222	34	33	19	31	19	25	20	29	23	17	25	21	0	2	14	23	8	16	24	21	27	18	32	29	24	23	25	15	21	14	39	21	12	25	21	37
JR_108998275	34	20	11	15	15	13	18	17	16	16	17	9	10	13	25	16	17	8	13	15	10	17	17	17	16	15	13	16	8	13	19	22	15	22	8	21
JR_108998573	34	19	6	18	9	13	4	4	7	5	3	3	0	0	3	3	1	4	14	19	24	22	26	33	4	9	12	15	12	1	12	20	19	24	26	18
JR_108998776	34	30	37	43	23	33	38	64	43	35	32	38	35	23	38	51	30	32	23	33	37	46	49	56	53	35	61	38	42	51	30	59	30	44	45	44
JR_108998849	34	39	35	19	15	20	16	40	18	19	12	16	15	7	15	23	15	22	13	24	18	5	24	36	30	25	34	32	14	18	17	33	15	42	24	27
JR_109000376	34	19	23	30	13	13	46	53	35	41	37	53	17	17	29	15	22	25	12	18	16	15	16	28	27	30	56	28	30	38	25	42	15	28	30	26
JR_109000506	34	29	40	31	13	19	18	39	12	15	23	25	11	15	24	29	21	35	24	22	35	27	25	50	23	41	31	42	18	20	21	39	29	23	38	41
JR_109000873	34	29	29	35	27	29	47	37	38	34	37	46	15	14	50	31	28	40	22	46	45	39	40	44	57	53	68	32	50	62	28	64	21	33	38	49
JR_109000880	34	29	31	64	43	64	59	179	80	69	158	150	2	8	16	41	35	41	82	70	38	60	76	109	87	65	193	49	32	73	60	158	57	96	66	80
JR_109000953	34	19	15	20	16	22	12	24	17	19	16	20	16	9	23	20	14	6	15	6	14	9	9	19	28	25	15	23	13	13	36	29	16	16	18	10
JR_109001415	34	42	49	61	49	49	38	40	56	33	43	39	19	19	37	34	28	33	37	35	36	49	47	53	58	58	52	51	47	54	56	65	36	49	41	46
JR_109001821	34	33	18	14	17	10	26	21	26	20	20	18	10	5	11	14	12	17	12	10	14	13	12	33	15	17	22	18	17	19	17	18	10	13	20	28
JR_109001961	34	26	14	34	21	23	34	54	19	37	42	32	11	6	12	35	16	9	14	33	25	21	35	31	31	40	25	23	24	30	31	36	25	32	39	48
JR_109002140	34	46	38	44	40	50	48	73	45	73	59	66	15	10	29	38	33	29	37	46	44	31	48	43	46	54	51	38	37	70	48	61	41	31	41	49
JR_109002427	34	12	4	14	13	9	18	20	19	11	31	17	2	1	1	6	6	0	18	35	16	32	9	15	18	33	14	19	15	23	9	31	14	34	6	8
JR_109002449	34	16	29	8	17	23	40	83	24	34	19	40	21	19	42	44	21	49	6	13	24	12	8	14	12	14	50	8	6	25	11	15	8	14	17	15
JR_109002591	34	36	27	23	13	19	37	28	38	12	9	22	16	9	27	9	14	17	36	27	43	28	40	53	40	39	43	44	25	38	26	43	20	35	41	63
JR_109002598	34	18	23	22	15	23	6	21	15	12	15	20	0	0	1	4	7	7	27	64	45	39	31	61	32	39	34	55	30	59	44	51	33	41	38	50
JR_109002669	34	20	21	21	25	23	25	30	22	16	22	20	9	3	10	16	12	12	13	24	23	19	15	33	14	24	21	19	15	21	18	16	16	21	9	20
JR_109002923	34	26	25	33	17	32	21	56	30	21	27	26	4	7	15	22	18	18	15	15	13	14	20	34	18	21	21	18	16	16	12	19	9	20	24	30
JR_109003256	34	20	30	34	19	12	23	23	19	25	38	20	5	8	35	9	15	7	5	9	14	8	5	9	3	7	15	10	10	10	15	16	4	8	5	3
JR_109003441	34	27	34	27	17	8	26	42	32	16	15	37	14	23	33	29	34	30	15	10	25	25	23	47	24	39	47	42	34	30	25	38	23	34	16	17
JR_109003453	34	26	44	55	46	37	33	50	51	28	63	50	2	5	9	25	27	19	28	48	30	34	33	44	51	44	51	31	26	55	50	62	26	47	31	30
JR_109003629	34	37	58	23	32	27	40	45	49	36	25	17	2	5	14	2	8	5	8	13	27	18	14	33	27	11	29	6	11	18	7	10	9	14	13	23
JR_109004265	34	59	75	56	52	30	49	73	40	32	31	67	28	18	52	21	35	40	27	31	55	48	52	79	57	60	65	69	40	41	47	54	40	59	42	29
JR_109004596	34	34	26	38	29	23	27	57	35	22	20	28	17	16	29	30	24	25	15	21	15	25	16	24	30	24	28	17	12	31	17	21	10	15	24	22
JR_109005065	34	31	38	93	34	70	30	69	30	31	96	61	64	20	43	103	82	53	26	20	20	22	38	45	68	30	31	26	24	34	40	50	24	37	26	46
JR_109005577	34	86	78	42	38	31	33	31	46	27	19	27	16	12	45	44	50	41	45	42	45	28	47	67	33	35	49	42	27	42	36	50	41	46	46	58
JR_109006035	34	22	28	14	17	14	21	48	23	13	18	18	4	7	21	17	15	7	16	10	12	16	14	26	17	29	34	27	18	25	16	32	12	28	28	19
JR_109006515	34	16	25	16	7	12	15	4	17	16	12	16	32	19	42	34	34	31	4	9	5	11	5	3	10	7	16	4	0	4	5	15	1	8	9	4
JR_109006589	34	32	31	40	29	33	52	76	48	64	31	58	83	47	67	102	57	78	21	31	31	28	39	59	39	32	51	30	39	47	23	42	14	42	25	36
JR_109006642	34	25	39	26	22	14	48	57	24	37	35	41	27	11	64	22	35	33	23	28	29	21	35	36	41	39	32	29	19	34	17	26	13	31	22	30
JR_109006665	34	21	18	12	9	12	11	28	17	12	18	12	0	1	4	2	2	10	23	39	33	44	25	42	33	35	25	32	31	70	38	43	24	27	40	38
JR_109006948	34	11	10	24	12	19	8	24	13	11	11	12	34	24	25	25	25	26	20	10	18	17	16	19	16	32	25	22	17	20	13	22	9	22	14	22
JR_109006961	34	23	41	47	27	22	34	39	44	33	38	34	149	143	162	149	117	62	8	10	42	13	14	35	28	28	109	15	23	32	17	25	18	20	20	18
JR_109007566	34	16	25	14	19	17	22	46	25	15	24	19	15	13	25	11	21	12	24	20	16	19	20	30	27	20	25	23	10	15	19	27	19	20	17	25
JR_109007796	34	24	16	37	22	20	23	56	19	17	24	25	12	8	16	25	19	23	13	26	23	21	28	27	14	25	21	24	22	27	36	29	12	36	13	34
JR_109007998	34	43	37	35	31	14	19	33	32	16	13	27	33	23	44	61	33	69	24	13	17	33	44	52	34	26	35	25	14	30	18	50	17	29	41	47
JR_109008336	34	27	26	17	25	26	38	48	36	32	18	23	30	27	41	43	38	35	32	25	38	22	36	48	35	29	64	35	21	26	22	29	19	36	21	30
JR_109008469	34	59	43	21	25	32	32	23	32	26	14	30	21	16	38	48	37	40	21	32	20	24	28	31	24	16	32	18	21	37	11	27	10	22	38	34
JR_109008682	34	25	37	26	19	24	27	34	18	15	21	33	20	14	34	35	15	28	18	28	21	22	23	20	25	32	38	17	16	26	12	20	15	23	23	23
JR_109008924	34	39	20	21	16	24	25	50	24	25	17	34	4	4	9	7	16	16	31	24	19	26	33	48	40	28	25	24	29	40	24	50	23	28	24	33
JR_109009118	34	46	76	18	19	20	32	29	47	24	16	25	8	1	36	9	20	28	13	15	34	23	19	18	25	12	39	19	27	27	13	19	9	34	13	22
JR_109009447	34	37	26	20	36	30	50	73	50	47	45	53	92	26	76	85	51	72	14	28	13	27	27	31	28	24	11	15	22	45	27	53	16	26	19	16
JR_109009582	34	45	20	23	9	19	37	41	14	20	20	15	23	18	28	19	30	21	18	17	23	18	10	32	26	18	28	23	11	24	30	36	21	34	19	22
JR_109009839	34	20	16	10	0	2	11	26	10	7	23	13	10	3	4	1	1	2	24	11	4	12	9	6	15	17	15	18	11	15	44	36	17	14	7	6
JR_109009862	34	45	42	63	30	42	45	66	43	40	43	45	34	27	44	45	40	43	13	15	26	14	22	23	26	33	42	39	21	36	23	35	15	20	33	39
JR_109010463	34	43	55	15	11	17	15	6	24	8	6	7	1	8	26	15	13	13	26	19	25	28	26	21	26	21	22	18	24	44	9	33	15	17	27	48
JR_109010617	34	39	25	32	24	21	37	43	36	22	37	38	8	3	18	14	18	17	29	39	24	27	34	48	34	35	36	50	46	50	28	46	21	46	45	42
JR_109011090	34	28	18	12	10	6	15	12	18	14	7	17	3	4	8	11	5	7	10	12	14	16	14	23	10	11	18	31	17	19	11	14	15	21	19	25
JR_109011091	34	26	39	17	20	12	24	33	39	25	21	21	17	12	28	25	23	20	29	21	26	15	40	43	23	45	45	36	46	38	28	50	29	34	26	32
JR_109011093	34	12	12	24	8	20	13	14	13	15	18	14	1	0	5	8	9	3	19	39	23	27	24	21	40	28	10	21	21	35	26	30	19	23	21	37
JR_109011332	34	27	19	12	18	12	12	24	24	5	6	19	2	4	11	11	9	11	12	20	22	15	21	22	12	30	19	28	19	15	17	22	12	30	24	28
JR_109011378	34	12	12	42	38	41	18	16	14	24	17	25	0	0	6	19	15	12	23	34	27	29	24	36	22	33	33	17	19	28	32	32	27	25	19	37
JR_109011921	34	28	14	19	17	30	14	23	20	24	20	16	2	2	11	11	14	15	11	14	16	14	10	23	22	28	21	12	9	13	16	23	14	21	15	38
JR_109012099	34	18	22	28	20	25	30	62	33	26	30	46	11	5	14	13	13	15	28	24	32	23	21	32	35	42	25	26	13	29	33	22	11	16	15	17
JR_109012401	34	23	35	21	22	19	36	43	33	22	30	28	20	10	41	23	21	21	35	64	50	53	50	94	71	74	62	63	67	92	47	63	47	80	66	66
JR_109012516	34	32	59	9	23	12	65	90	100	58	37	49	147	116	70	83	43	71	13	7	32	12	13	15	29	20	102	18	19	14	11	13	9	36	8	4
JR_109012686	34	25	26	67	31	60	43	108	36	39	48	80	12	7	6	24	26	20	47	40	67	40	100	151	129	152	141	135	161	228	66	138	99	136	55	62
JR_109012853	34	27	30	35	19	37	30	46	27	22	35	30	19	20	19	32	23	35	4	14	17	24	16	31	31	24	28	12	17	33	16	30	17	18	19	19
JR_109013463	34	35	31	23	36	17	41	85	39	41	29	50	2	6	20	10	11	15	17	17	51	23	20	42	18	30	59	34	28	40	24	32	23	35	20	17
JR_109013662	34	20	11	14	9	13	7	14	8	6	6	3	0	0	1	6	3	0	16	9	12	12	21	23	9	20	11	10	11	7	22	25	9	18	13	19
JR_109013789	34	21	18	26	20	23	27	27	27	17	18	28	2	2	15	10	11	11	10	18	18	17	16	25	16	15	18	7	13	18	22	30	8	23	15	23
JR_109014204	34	14	15	12	9	14	12	24	22	18	24	16	1	1	14	9	12	10	14	22	15	8	14	25	11	18	16	8	12	20	22	20	13	30	13	29
JR_109014445	34	21	8	8	14	15	3	8	9	3	4	2	0	2	3	8	0	3	15	16	26	21	30	36	5	19	12	20	16	15	18	14	16	21	28	27
JR_109014447	34	18	19	26	22	14	19	44	11	12	14	30	1	2	1	19	15	16	23	29	25	20	35	29	14	29	12	22	14	37	30	36	19	17	20	33
JR_109014795	34	30	22	46	14	30	19	32	27	17	28	32	5	3	14	23	17	26	28	32	23	30	46	47	23	38	30	52	46	38	52	43	17	47	52	68
JR_109015001	34	17	24	35	19	25	28	55	36	32	17	26	6	3	13	9	11	18	26	22	25	28	26	36	22	27	14	21	28	32	22	31	24	28	28	29
JR_109016011	34	30	21	33	27	20	24	49	28	31	25	14	28	26	36	34	14	28	16	20	12	9	11	16	19	11	12	8	11	18	5	14	9	13	14	21
JR_109017722	34	23	16	49	29	25	35	34	32	49	54	47	1	6	18	31	19	20	25	45	26	42	58	51	50	66	54	62	51	74	49	64	37	63	64	66
JR_109018423	34	33	24	48	18	34	32	61	41	38	25	33	31	17	22	46	35	35	19	33	27	28	30	34	24	20	41	22	32	37	27	31	14	26	22	25
JR_109018787	34	33	32	33	25	18	32	53	32	51	23	44	17	21	50	17	25	52	25	19	30	30	38	55	33	43	53	39	30	40	28	31	17	45	34	58
JR_109019112	34	29	31	30	30	20	27	44	28	28	42	42	3	3	15	20	18	10	14	24	25	26	31	37	31	27	26	24	27	18	29	25	17	33	35	38
JR_109019133	34	26	30	22	20	35	28	38	26	27	23	22	24	26	41	31	38	32	26	39	32	31	18	40	41	36	34	20	22	42	30	31	17	35	26	30
JR_109019241	34	38	54	25	18	20	24	35	33	17	16	26	11	5	17	11	7	7	10	5	22	14	3	11	16	5	20	6	12	21	14	15	9	16	11	9
JR_109019794	34	49	47	39	30	30	51	105	43	35	26	44	54	37	56	63	56	57	11	15	30	23	27	66	33	38	77	30	33	32	40	39	24	37	23	22
JR_109019932	34	28	33	50	25	28	40	62	46	36	32	44	18	12	26	30	28	34	26	28	26	20	34	49	44	42	41	32	27	53	25	53	20	33	36	26
JR_109020451	34	33	50	27	18	20	21	45	25	21	16	37	67	81	61	81	66	58	11	9	13	11	9	13	22	20	37	23	19	7	13	10	8	14	19	12
JR_109021199	34	24	22	17	20	17	9	50	31	31	24	20	115	60	42	123	57	76	16	19	30	25	22	28	28	9	19	18	15	28	18	34	19	41	18	23
JR_109021280	34	34	39	40	24	16	28	43	22	33	16	37	26	12	28	34	27	23	19	15	27	21	27	33	36	37	34	27	30	41	23	31	16	36	16	25
JR_109021526	34	28	27	37	24	27	24	54	27	25	24	34	9	13	23	21	26	26	29	22	35	35	32	53	36	61	88	31	33	54	36	28	20	33	48	33
JR_109021893	34	34	22	38	13	33	31	44	21	25	30	24	4	8	9	14	21	14	17	28	11	20	22	25	33	33	31	21	16	34	15	37	12	29	13	23
JR_109022020	34	45	54	30	40	12	49	45	48	34	33	31	14	4	24	22	20	24	13	22	21	16	12	22	38	30	24	15	19	22	16	18	18	23	14	16
JR_109022041	34	29	22	24	21	21	14	33	11	23	13	13	6	3	3	17	9	1	24	22	27	25	19	22	21	28	16	18	29	22	46	41	23	40	21	25
JR_109022047	34	17	16	13	9	16	25	22	29	27	9	25	12	7	8	15	9	7	23	41	23	17	27	24	32	29	13	25	25	23	31	34	18	19	12	22
JR_109022208	34	17	15	12	12	9	21	32	19	12	33	22	6	1	8	13	10	6	29	35	23	29	30	43	56	32	33	35	35	30	32	27	23	38	36	41
JR_109022242	34	30	49	14	18	13	21	23	39	24	14	9	12	9	31	12	19	20	15	13	22	14	7	13	16	26	18	13	21	17	13	15	10	21	22	15
JR_109022244	34	27	21	36	19	23	30	44	16	22	20	30	18	12	33	27	19	24	35	38	31	47	27	42	42	41	37	43	29	51	46	64	22	46	26	35
JR_109022273	34	64	43	44	46	52	50	43	60	42	46	44	16	18	45	29	26	53	31	37	33	48	29	39	32	20	36	34	36	54	20	26	21	47	27	60
JR_118346033	34	25	29	18	23	32	28	37	4	25	13	5	40	32	32	11	31	18	35	27	29	19	17	11	1	11	7	24	21	15	20	20	12	15	13	20
JR_118346370	34	34	29	30	19	19	7	13	11	13	16	9	27	25	36	22	13	17	14	30	27	25	16	16	19	28	24	28	9	6	13	16	26	26	21	21
JR_108979158	33	17	20	30	12	24	23	35	17	20	23	28	4	9	20	13	22	11	17	19	23	15	14	28	23	16	28	14	16	23	27	33	13	27	24	17
JR_108979219	33	39	54	25	22	12	25	25	32	38	12	23	18	12	54	14	55	28	11	9	27	14	14	11	17	16	22	12	5	13	7	12	11	21	10	16
JR_108979977	33	59	58	18	21	7	32	48	51	24	15	86	195	172	140	201	46	171	20	33	39	26	31	54	43	62	149	65	63	63	34	59	27	41	45	27
JR_108980700	33	22	22	19	18	20	15	34	30	13	12	16	0	3	7	6	6	26	29	25	34	28	39	43	23	23	38	37	25	37	28	43	21	39	26	39
JR_108980997	33	28	26	35	24	13	29	43	14	29	21	32	13	4	8	25	19	18	11	20	13	15	19	23	23	21	23	19	12	17	20	21	14	23	16	22
JR_108981018	33	26	41	31	33	25	51	48	31	53	31	52	11	8	25	31	41	22	15	24	21	26	38	36	27	28	47	19	28	35	34	30	28	26	26	70
JR_108981236	33	35	48	14	20	11	16	23	20	11	9	20	9	5	28	11	20	15	14	15	15	7	15	26	8	13	22	29	15	12	9	15	7	6	9	11
JR_108981407	33	34	25	29	25	27	58	46	29	55	32	40	14	11	27	23	16	34	17	13	14	21	6	33	31	26	19	38	24	25	13	34	9	25	18	13
JR_108981510	33	22	45	24	13	21	32	65	50	48	21	42	3	9	20	12	16	13	16	12	18	11	13	15	16	18	27	14	21	21	25	23	5	17	17	15
JR_108981986	33	43	34	48	33	56	41	45	50	37	30	43	11	18	27	42	20	35	30	39	35	54	41	43	64	31	51	48	30	70	44	48	30	59	70	66
JR_108982060	33	32	27	34	16	30	31	67	30	32	23	33	12	13	32	27	30	30	23	27	16	19	20	29	39	17	48	18	14	22	18	14	17	28	28	29
JR_108982516	33	22	27	19	15	19	15	47	22	30	9	20	9	11	11	17	20	16	13	18	18	15	12	18	22	20	20	12	15	19	18	21	10	18	25	17
JR_108982626	33	22	15	19	6	21	16	14	21	4	12	11	9	12	10	10	9	6	7	15	22	17	6	22	9	14	11	17	14	9	7	14	12	22	7	11
JR_108983252	33	24	26	34	16	18	29	70	26	26	27	38	2	3	20	13	15	15	20	20	17	19	22	58	20	30	30	24	18	31	19	29	15	38	20	7
JR_108983570	33	32	48	27	29	18	34	45	37	23	19	34	26	23	62	32	51	35	30	33	46	41	44	84	40	45	93	51	36	43	45	58	34	50	36	52
JR_108984194	33	33	27	50	31	26	26	32	31	22	24	31	6	9	18	26	19	12	30	28	21	26	27	60	29	41	30	50	35	32	23	42	20	49	25	33
JR_108984467	33	23	30	23	17	19	21	28	22	23	11	25	6	10	18	14	11	13	14	22	44	21	20	29	10	22	23	35	19	11	25	20	12	18	17	19
JR_108985717	33	30	36	40	18	30	25	35	35	18	34	26	24	9	20	13	13	18	11	15	18	20	17	21	13	16	8	24	16	18	13	23	13	22	22	25
JR_108985854	33	26	22	19	16	14	9	20	28	17	11	15	12	11	17	9	16	13	13	21	22	17	18	34	11	25	26	24	18	9	18	20	10	30	25	21
JR_108985955	33	27	29	26	17	18	33	26	26	28	14	25	20	6	11	11	16	13	13	21	17	19	24	32	24	19	18	19	12	14	18	29	19	27	20	23
JR_108986981	33	16	33	36	21	29	51	58	33	35	26	44	9	9	29	21	33	25	17	25	17	20	11	45	34	36	30	24	16	32	26	26	11	26	25	24
JR_108987114	33	23	25	27	15	13	19	35	27	17	13	24	6	7	25	11	13	6	14	19	28	41	24	38	41	21	34	30	32	36	40	26	22	35	31	37
JR_108987648	33	25	40	26	13	19	11	36	28	24	23	6	29	16	25	33	27	22	16	18	21	19	28	32	20	31	41	19	14	18	19	31	11	19	16	20
JR_108987707	33	23	23	32	36	23	23	36	20	21	22	34	10	9	25	21	27	18	7	23	17	15	24	30	19	38	36	19	17	22	18	20	14	27	28	23
JR_108987727	33	28	44	67	27	48	33	77	39	51	40	53	42	28	47	52	44	64	17	30	34	41	48	77	41	55	50	56	38	45	49	58	30	34	44	47
JR_108987809	33	16	10	36	22	22	14	17	24	7	15	11	18	21	18	33	37	16	8	11	15	12	4	13	24	15	22	16	13	24	23	30	10	17	14	18
JR_108987904	33	21	30	25	26	22	50	55	50	36	14	21	6	7	18	20	20	11	22	23	36	28	36	24	38	37	30	23	32	33	33	50	20	37	30	35
JR_108987906	33	43	23	26	31	33	35	48	41	20	18	29	0	6	11	20	12	17	8	5	20	13	13	19	17	14	15	12	14	25	20	19	4	16	15	20
JR_108988127	33	28	45	60	33	24	63	92	45	65	34	62	38	28	63	25	49	30	21	16	41	22	15	28	33	31	48	21	25	57	5	33	18	25	9	19
JR_108988142	33	40	41	22	14	20	34	35	28	37	30	35	77	80	99	104	62	71	12	14	22	12	25	31	38	27	50	35	19	32	13	31	13	23	25	28
JR_108988187	33	32	32	30	14	13	19	51	33	25	11	30	16	11	27	24	31	18	21	26	21	15	21	40	25	23	35	27	27	32	21	42	24	16	29	18
JR_108988252	33	25	18	21	17	16	18	35	17	13	15	21	34	24	28	30	25	37	16	15	27	27	14	37	31	22	43	12	20	27	23	25	15	26	25	19
JR_108988414	33	33	34	34	38	32	47	34	56	58	43	42	10	13	24	15	22	27	35	45	44	36	52	54	58	48	33	49	38	60	35	35	24	51	44	64
JR_108988644	33	28	28	25	30	30	29	50	34	26	30	30	12	7	24	18	26	26	2	5	6	3	8	5	5	1	4	2	6	8	4	2	5	7	8	2
JR_108989167	33	9	9	13	7	4	5	30	15	6	15	20	2	5	4	8	8	5	25	26	23	24	9	10	22	32	17	32	11	24	32	45	20	18	8	17
JR_108989206	33	33	23	21	23	25	11	27	24	11	19	13	2	2	5	12	12	15	31	26	30	12	22	41	16	21	13	31	22	37	29	28	24	25	25	36
JR_108989334	33	19	22	5	10	13	7	17	13	6	2	9	2	2	5	13	6	4	2	0	6	4	6	7	3	0	9	3	5	5	8	1	4	2	8	28
JR_108989486	33	19	21	18	15	10	20	15	22	23	26	11	1	4	0	19	10	9	17	19	31	37	41	52	16	16	29	16	13	22	32	24	18	46	38	47
JR_108989644	33	23	33	22	28	17	29	43	25	25	22	24	22	16	31	30	23	29	18	24	23	20	19	24	23	23	19	21	15	30	23	35	11	32	29	20
JR_108990016	33	21	14	22	20	26	28	44	30	30	25	28	13	18	26	30	29	16	23	38	23	39	17	24	34	25	23	42	20	37	27	58	15	24	16	17
JR_108990719	33	38	28	35	21	18	19	45	34	22	26	30	11	6	17	26	21	17	18	30	18	16	26	19	17	21	25	31	29	29	24	36	17	26	24	26
JR_108990901	33	32	19	24	12	15	24	33	21	14	9	21	11	6	19	12	16	12	10	18	37	21	40	46	19	26	42	40	25	26	20	30	19	37	35	43
JR_108991780	33	17	13	44	18	17	11	28	13	11	36	10	8	10	5	7	21	8	20	25	10	22	21	19	40	36	27	44	24	37	36	45	13	34	19	19
JR_108991782	33	30	34	30	34	21	49	30	29	38	28	39	11	6	28	22	16	28	13	8	13	10	27	20	10	14	31	13	20	14	11	18	12	11	20	30
JR_108991930	33	18	32	28	19	22	32	43	25	27	27	24	1	6	21	23	19	23	19	15	14	25	22	24	27	33	25	22	16	39	33	31	15	34	32	32
JR_108992105	33	35	41	27	15	11	23	39	26	32	11	31	3	5	27	11	23	22	29	32	34	15	35	78	37	53	43	62	29	40	43	54	25	50	43	51
JR_108992107	33	31	33	39	31	36	59	53	39	53	57	64	4	6	19	25	15	30	28	37	30	37	42	41	46	48	42	54	52	70	22	29	18	38	28	51
JR_108992175	33	16	6	46	17	19	5	22	8	11	19	11	1	1	0	15	5	6	12	16	13	11	22	11	36	27	21	17	16	24	22	29	9	27	15	20
JR_108992345	33	22	20	76	43	49	51	71	47	56	57	63	71	39	63	137	69	101	61	46	16	53	26	26	59	43	91	33	29	37	49	59	22	34	37	23
JR_108992676	33	28	30	24	22	13	13	9	20	21	30	25	1	6	6	17	5	5	23	25	29	16	21	38	24	26	12	16	26	32	16	29	16	22	15	32
JR_108992718	33	11	13	25	17	12	13	30	20	19	17	25	6	10	12	18	14	8	21	17	27	27	30	31	29	24	32	41	18	28	35	36	21	56	35	36
JR_108993183	33	40	31	24	20	13	17	18	17	7	7	7	3	4	13	10	6	17	10	15	21	12	13	17	7	18	17	10	16	7	10	18	6	16	28	21
JR_108993255	33	17	15	38	23	20	11	15	12	7	19	7	0	0	2	13	2	5	15	23	19	23	32	31	8	21	15	17	20	17	30	12	7	26	22	33
JR_108993411	33	18	19	11	5	13	16	37	22	15	7	21	3	6	13	4	13	12	6	26	11	13	9	16	11	24	17	30	12	21	16	17	8	8	10	7
JR_108993652	33	21	22	21	29	17	26	29	35	25	20	22	3	6	17	21	9	25	6	11	13	5	13	18	9	12	12	10	5	20	10	7	4	9	14	12
JR_108993741	33	11	7	24	20	27	10	24	8	19	17	11	1	0	5	16	9	13	12	10	11	9	12	12	16	9	12	14	12	13	10	24	4	15	15	16
JR_108994439	33	21	30	29	20	33	33	63	32	30	43	41	13	8	26	14	15	12	13	19	21	13	16	23	19	20	19	16	25	25	14	22	13	27	22	30
